# column 0 is pixels, column 1 is signal
5.620000000000000000e+02,2.148854166666665222e+01
5.630000000000000000e+02,2.152256944444445352e+01
5.640000000000000000e+02,2.198333333333334494e+01
5.650000000000000000e+02,2.151076388888891344e+01
5.660000000000000000e+02,2.214131944444444500e+01
5.670000000000000000e+02,2.076284722222219870e+01
5.680000000000000000e+02,2.132673611111108869e+01
5.690000000000000000e+02,2.057916666666663019e+01
5.700000000000000000e+02,2.098958333333332149e+01
5.710000000000000000e+02,2.013750000000000639e+01
5.720000000000000000e+02,2.034791666666667709e+01
5.730000000000000000e+02,2.014687500000002629e+01
5.740000000000000000e+02,2.103472222222221433e+01
5.750000000000000000e+02,2.061805555555555713e+01
5.760000000000000000e+02,2.062083333333333357e+01
5.770000000000000000e+02,2.041874999999998153e+01
